id,disease_name,state,case_count,month,year,severity
1156,"Cholera","Uttar Pradesh",3848,12,2022,"High"
1157,"Cholera","West Bengal",701,12,2022,"Low"
1158,"Cholera","Kerala",1058,12,2022,"Medium"
1159,"Cholera","Gujarat",691,12,2022,"Low"
1160,"Cholera","Madhya Pradesh",4836,12,2022,"High"
1161,"Tuberculosis","Delhi",4609,12,2022,"High"
1162,"Tuberculosis","Maharashtra",4966,12,2022,"High"
1163,"Tuberculosis","Karnataka",3285,12,2022,"High"
1164,"Tuberculosis","Tamil Nadu",1412,12,2022,"Medium"
1165,"Tuberculosis","Rajasthan",4551,12,2022,"High"
1166,"Tuberculosis","Uttar Pradesh",3610,12,2022,"High"
1167,"Tuberculosis","West Bengal",2777,12,2022,"Medium"
1168,"Tuberculosis","Kerala",2916,12,2022,"Medium"
1169,"Tuberculosis","Gujarat",4529,12,2022,"High"
1170,"Tuberculosis","Madhya Pradesh",14,12,2022,"Low"
1171,"Chikungunya","Delhi",2431,12,2022,"Medium"
1172,"Chikungunya","Maharashtra",1696,12,2022,"Medium"
1173,"Chikungunya","Karnataka",351,12,2022,"Low"
1174,"Chikungunya","Tamil Nadu",698,12,2022,"Low"
1175,"Chikungunya","Rajasthan",3595,12,2022,"High"
1176,"Chikungunya","Uttar Pradesh",1032,12,2022,"Medium"
1177,"Chikungunya","West Bengal",2843,12,2022,"Medium"
1178,"Chikungunya","Kerala",2142,12,2022,"Medium"
1179,"Chikungunya","Gujarat",3901,12,2022,"High"
1180,"Chikungunya","Madhya Pradesh",740,12,2022,"Low"
1181,"Hepatitis A","Delhi",2885,12,2022,"Medium"
1182,"Hepatitis A","Maharashtra",42,12,2022,"Low"
1183,"Hepatitis A","Karnataka",1481,12,2022,"Medium"
1184,"Hepatitis A","Tamil Nadu",3788,12,2022,"High"
1185,"Hepatitis A","Rajasthan",1009,12,2022,"Medium"
1186,"Hepatitis A","Uttar Pradesh",814,12,2022,"Low"
1187,"Hepatitis A","West Bengal",1941,12,2022,"Medium"
1188,"Hepatitis A","Kerala",2120,12,2022,"Medium"
1189,"Hepatitis A","Gujarat",2365,12,2022,"Medium"
1190,"Hepatitis A","Madhya Pradesh",4314,12,2022,"High"
1191,"Japanese Encephalitis","Delhi",3617,12,2022,"High"
1192,"Japanese Encephalitis","Maharashtra",4680,12,2022,"High"
1193,"Japanese Encephalitis","Karnataka",481,12,2022,"Low"
1194,"Japanese Encephalitis","Tamil Nadu",1286,12,2022,"Medium"
1195,"Japanese Encephalitis","Rajasthan",1279,12,2022,"Medium"
1196,"Japanese Encephalitis","Uttar Pradesh",4452,12,2022,"High"
1197,"Japanese Encephalitis","West Bengal",1997,12,2022,"Medium"
1198,"Japanese Encephalitis","Kerala",3914,12,2022,"High"
1199,"Japanese Encephalitis","Gujarat",3435,12,2022,"High"
1200,"Japanese Encephalitis","Madhya Pradesh",4332,12,2022,"High"
1201,"Dengue","Delhi",1243,1,2023,"Medium"
1202,"Dengue","Maharashtra",710,1,2023,"Low"
1203,"Dengue","Karnataka",1319,1,2023,"Medium"
1204,"Dengue","Tamil Nadu",3452,1,2023,"High"
1205,"Dengue","Rajasthan",3911,1,2023,"High"
1206,"Dengue","Uttar Pradesh",74,1,2023,"Low"
1207,"Dengue","West Bengal",1843,1,2023,"Medium"
1208,"Dengue","Kerala",2000,1,2023,"Medium"
1209,"Dengue","Gujarat",1139,1,2023,"Medium"
1210,"Dengue","Madhya Pradesh",1054,1,2023,"Medium"
1211,"Malaria","Delhi",1175,1,2023,"Medium"
1212,"Malaria","Maharashtra",1396,1,2023,"Medium"
1213,"Malaria","Karnataka",2533,1,2023,"Medium"
1214,"Malaria","Tamil Nadu",1682,1,2023,"Medium"
1215,"Malaria","Rajasthan",3273,1,2023,"High"
1216,"Malaria","Uttar Pradesh",3276,1,2023,"High"
1217,"Malaria","West Bengal",291,1,2023,"Low"
1218,"Malaria","Kerala",4462,1,2023,"High"
1219,"Malaria","Gujarat",639,1,2023,"Low"
1220,"Malaria","Madhya Pradesh",1660,1,2023,"Medium"
1221,"Influenza","Delhi",1823,1,2023,"Medium"
1222,"Influenza","Maharashtra",1426,1,2023,"Medium"
1223,"Influenza","Karnataka",3491,1,2023,"High"
1224,"Influenza","Tamil Nadu",1940,1,2023,"Medium"
1225,"Influenza","Rajasthan",145,1,2023,"Low"
1226,"Influenza","Uttar Pradesh",630,1,2023,"Low"
1227,"Influenza","West Bengal",1349,1,2023,"Medium"
1228,"Influenza","Kerala",2344,1,2023,"Medium"
1229,"Influenza","Gujarat",1855,1,2023,"Medium"
1230,"Influenza","Madhya Pradesh",3698,1,2023,"High"
1231,"COVID-19","Delhi",3889,1,2023,"High"
1232,"COVID-19","Maharashtra",2664,1,2023,"Medium"
1233,"COVID-19","Karnataka",2827,1,2023,"Medium"
1234,"COVID-19","Tamil Nadu",3478,1,2023,"High"
1235,"COVID-19","Rajasthan",2999,1,2023,"Medium"
1236,"COVID-19","Uttar Pradesh",996,1,2023,"Low"
1237,"COVID-19","West Bengal",4703,1,2023,"High"
1238,"COVID-19","Kerala",3322,1,2023,"High"
1239,"COVID-19","Gujarat",3225,1,2023,"High"
1240,"COVID-19","Madhya Pradesh",4948,1,2023,"High"
1241,"Typhoid","Delhi",2977,1,2023,"Medium"
1242,"Typhoid","Maharashtra",3222,1,2023,"High"
1243,"Typhoid","Karnataka",2237,1,2023,"Medium"
1244,"Typhoid","Tamil Nadu",724,1,2023,"Low"
1245,"Typhoid","Rajasthan",3431,1,2023,"High"
1246,"Typhoid","Uttar Pradesh",3450,1,2023,"High"
1247,"Typhoid","West Bengal",1761,1,2023,"Medium"
1248,"Typhoid","Kerala",2368,1,2023,"Medium"
1249,"Typhoid","Gujarat",3305,1,2023,"High"
1250,"Typhoid","Madhya Pradesh",4422,1,2023,"High"
1251,"Cholera","Delhi",3783,1,2023,"High"
1252,"Cholera","Maharashtra",3500,1,2023,"High"
1253,"Cholera","Karnataka",1391,1,2023,"Medium"
1254,"Cholera","Tamil Nadu",2082,1,2023,"Medium"
1255,"Cholera","Rajasthan",1401,1,2023,"Medium"
1256,"Cholera","Uttar Pradesh",2080,1,2023,"Medium"
1257,"Cholera","West Bengal",1281,1,2023,"Medium"
1258,"Cholera","Kerala",4702,1,2023,"High"
1259,"Cholera","Gujarat",3223,1,2023,"High"
1260,"Cholera","Madhya Pradesh",1076,1,2023,"Medium"
1261,"Tuberculosis","Delhi",4191,1,2023,"High"
1262,"Tuberculosis","Maharashtra",3698,1,2023,"High"
1263,"Tuberculosis","Karnataka",4435,1,2023,"High"
1264,"Tuberculosis","Tamil Nadu",2812,1,2023,"Medium"
1265,"Tuberculosis","Rajasthan",721,1,2023,"Low"
1266,"Tuberculosis","Uttar Pradesh",3134,1,2023,"High"
1267,"Tuberculosis","West Bengal",973,1,2023,"Low"
1268,"Tuberculosis","Kerala",740,1,2023,"Low"
1269,"Tuberculosis","Gujarat",2655,1,2023,"Medium"
1270,"Tuberculosis","Madhya Pradesh",2226,1,2023,"Medium"
1271,"Chikungunya","Delhi",2417,1,2023,"Medium"
1272,"Chikungunya","Maharashtra",1120,1,2023,"Medium"
1273,"Chikungunya","Karnataka",3169,1,2023,"High"
1274,"Chikungunya","Tamil Nadu",4614,1,2023,"High"
1275,"Chikungunya","Rajasthan",2647,1,2023,"Medium"
1276,"Chikungunya","Uttar Pradesh",628,1,2023,"Low"
1277,"Chikungunya","West Bengal",2021,1,2023,"Medium"
1278,"Chikungunya","Kerala",2770,1,2023,"Medium"
1279,"Chikungunya","Gujarat",1363,1,2023,"Medium"
1280,"Chikungunya","Madhya Pradesh",4224,1,2023,"High"
1281,"Hepatitis A","Delhi",2731,1,2023,"Medium"
1282,"Hepatitis A","Maharashtra",1566,1,2023,"Medium"
1283,"Hepatitis A","Karnataka",3069,1,2023,"High"
1284,"Hepatitis A","Tamil Nadu",588,1,2023,"Low"
1285,"Hepatitis A","Rajasthan",4317,1,2023,"High"
1286,"Hepatitis A","Uttar Pradesh",3730,1,2023,"High"
1287,"Hepatitis A","West Bengal",2129,1,2023,"Medium"
1288,"Hepatitis A","Kerala",784,1,2023,"Low"
1289,"Hepatitis A","Gujarat",3163,1,2023,"High"
1290,"Hepatitis A","Madhya Pradesh",966,1,2023,"Low"
1291,"Japanese Encephalitis","Delhi",3495,1,2023,"High"
1292,"Japanese Encephalitis","Maharashtra",200,1,2023,"Low"
1293,"Japanese Encephalitis","Karnataka",1599,1,2023,"Medium"
1294,"Japanese Encephalitis","Tamil Nadu",3906,1,2023,"High"
1295,"Japanese Encephalitis","Rajasthan",145,1,2023,"Low"
1296,"Japanese Encephalitis","Uttar Pradesh",3988,1,2023,"High"
1297,"Japanese Encephalitis","West Bengal",4963,1,2023,"High"
1298,"Japanese Encephalitis","Kerala",1254,1,2023,"Medium"
1299,"Japanese Encephalitis","Gujarat",415,1,2023,"Low"
1300,"Japanese Encephalitis","Madhya Pradesh",4136,1,2023,"High"
1301,"Dengue","Delhi",2471,2,2023,"Medium"
1302,"Dengue","Maharashtra",1250,2,2023,"Medium"
1303,"Dengue","Karnataka",3233,2,2023,"High"
1304,"Dengue","Tamil Nadu",3016,2,2023,"High"
1305,"Dengue","Rajasthan",3449,2,2023,"High"
1306,"Dengue","Uttar Pradesh",4638,2,2023,"High"
1307,"Dengue","West Bengal",2893,2,2023,"Medium"
1308,"Dengue","Kerala",4536,2,2023,"High"
1309,"Dengue","Gujarat",2239,2,2023,"Medium"
1310,"Dengue","Madhya Pradesh",186,2,2023,"Low"
1311,"Malaria","Delhi",3249,2,2023,"High"
1312,"Malaria","Maharashtra",968,2,2023,"Low"
1313,"Malaria","Karnataka",761,2,2023,"Low"
1314,"Malaria","Tamil Nadu",1342,2,2023,"Medium"
1315,"Malaria","Rajasthan",1663,2,2023,"Medium"
1316,"Malaria","Uttar Pradesh",804,2,2023,"Low"
1317,"Malaria","West Bengal",767,2,2023,"Low"
1318,"Malaria","Kerala",3594,2,2023,"High"
1319,"Malaria","Gujarat",3483,2,2023,"High"
1320,"Malaria","Madhya Pradesh",4480,2,2023,"High"
1321,"Influenza","Delhi",4075,2,2023,"High"
1322,"Influenza","Maharashtra",1438,2,2023,"Medium"
1323,"Influenza","Karnataka",3541,2,2023,"High"
1324,"Influenza","Tamil Nadu",732,2,2023,"Low"
1325,"Influenza","Rajasthan",949,2,2023,"Low"
1326,"Influenza","Uttar Pradesh",2266,2,2023,"Medium"
1327,"Influenza","West Bengal",4841,2,2023,"High"
1328,"Influenza","Kerala",1088,2,2023,"Medium"
1329,"Influenza","Gujarat",4833,2,2023,"High"
1330,"Influenza","Madhya Pradesh",3294,2,2023,"High"
1331,"COVID-19","Delhi",3655,2,2023,"High"
1332,"COVID-19","Maharashtra",4680,2,2023,"High"
1333,"COVID-19","Karnataka",3685,2,2023,"High"
1334,"COVID-19","Tamil Nadu",4322,2,2023,"High"
1335,"COVID-19","Rajasthan",2123,2,2023,"Medium"
1336,"COVID-19","Uttar Pradesh",4796,2,2023,"High"
1337,"COVID-19","West Bengal",3403,2,2023,"High"
1338,"COVID-19","Kerala",3278,2,2023,"High"
1339,"COVID-19","Gujarat",199,2,2023,"Low"
1340,"COVID-19","Madhya Pradesh",1324,2,2023,"Medium"
1341,"Typhoid","Delhi",1439,2,2023,"Medium"
1342,"Typhoid","Maharashtra",3402,2,2023,"High"
1343,"Typhoid","Karnataka",4033,2,2023,"High"
1344,"Typhoid","Tamil Nadu",412,2,2023,"Low"
1345,"Typhoid","Rajasthan",1651,2,2023,"Medium"
1346,"Typhoid","Uttar Pradesh",150,2,2023,"Low"
1347,"Typhoid","West Bengal",2277,2,2023,"Medium"
1348,"Typhoid","Kerala",3148,2,2023,"High"
1349,"Typhoid","Gujarat",4133,2,2023,"High"
1350,"Typhoid","Madhya Pradesh",1202,2,2023,"Medium"
1351,"Cholera","Delhi",4489,2,2023,"High"
1352,"Cholera","Maharashtra",48,2,2023,"Low"
1353,"Cholera","Karnataka",3313,2,2023,"High"
1354,"Cholera","Tamil Nadu",46,2,2023,"Low"
1355,"Cholera","Rajasthan",4717,2,2023,"High"
1356,"Cholera","Uttar Pradesh",3800,2,2023,"High"
1357,"Cholera","West Bengal",4997,2,2023,"High"
1358,"Cholera","Kerala",2114,2,2023,"Medium"
1359,"Cholera","Gujarat",4929,2,2023,"High"
1360,"Cholera","Madhya Pradesh",4636,2,2023,"High"
1361,"Tuberculosis","Delhi",4841,2,2023,"High"
1362,"Tuberculosis","Maharashtra",4046,2,2023,"High"
1363,"Tuberculosis","Karnataka",2621,2,2023,"Medium"
1364,"Tuberculosis","Tamil Nadu",3176,2,2023,"High"
1365,"Tuberculosis","Rajasthan",799,2,2023,"Low"
1366,"Tuberculosis","Uttar Pradesh",858,2,2023,"Low"
1367,"Tuberculosis","West Bengal",2561,2,2023,"Medium"
1368,"Tuberculosis","Kerala",688,2,2023,"Low"
1369,"Tuberculosis","Gujarat",3057,2,2023,"High"
1370,"Tuberculosis","Madhya Pradesh",4910,2,2023,"High"
1371,"Chikungunya","Delhi",2791,2,2023,"Medium"
1372,"Chikungunya","Maharashtra",2060,2,2023,"Medium"
1373,"Chikungunya","Karnataka",3413,2,2023,"High"
1374,"Chikungunya","Tamil Nadu",3370,2,2023,"High"
1375,"Chikungunya","Rajasthan",235,2,2023,"Low"
1376,"Chikungunya","Uttar Pradesh",3036,2,2023,"High"
1377,"Chikungunya","West Bengal",993,2,2023,"Low"
1378,"Chikungunya","Kerala",1486,2,2023,"Medium"
1379,"Chikungunya","Gujarat",3741,2,2023,"High"
1380,"Chikungunya","Madhya Pradesh",2740,2,2023,"Medium"
1381,"Hepatitis A","Delhi",4327,2,2023,"High"
1382,"Hepatitis A","Maharashtra",978,2,2023,"Low"
1383,"Hepatitis A","Karnataka",4427,2,2023,"High"
1384,"Hepatitis A","Tamil Nadu",3664,2,2023,"High"
1385,"Hepatitis A","Rajasthan",187,2,2023,"Low"
1386,"Hepatitis A","Uttar Pradesh",4382,2,2023,"High"
1387,"Hepatitis A","West Bengal",1527,2,2023,"Medium"
1388,"Hepatitis A","Kerala",4940,2,2023,"High"
1389,"Hepatitis A","Gujarat",613,2,2023,"Low"
1390,"Hepatitis A","Madhya Pradesh",818,2,2023,"Low"
1391,"Japanese Encephalitis","Delhi",1353,2,2023,"Medium"
1392,"Japanese Encephalitis","Maharashtra",1352,2,2023,"Medium"
1393,"Japanese Encephalitis","Karnataka",3099,2,2023,"High"
1394,"Japanese Encephalitis","Tamil Nadu",4678,2,2023,"High"
1395,"Japanese Encephalitis","Rajasthan",4655,2,2023,"High"
1396,"Japanese Encephalitis","Uttar Pradesh",3844,2,2023,"High"
1397,"Japanese Encephalitis","West Bengal",4717,2,2023,"High"
1398,"Japanese Encephalitis","Kerala",2442,2,2023,"Medium"
1399,"Japanese Encephalitis","Gujarat",1233,2,2023,"Medium"
1400,"Japanese Encephalitis","Madhya Pradesh",2556,2,2023,"Medium"
1401,"Dengue","Delhi",4947,3,2023,"High"
1402,"Dengue","Maharashtra",798,3,2023,"Low"
1403,"Dengue","Karnataka",3855,3,2023,"High"
1404,"Dengue","Tamil Nadu",964,3,2023,"Low"
1405,"Dengue","Rajasthan",4471,3,2023,"High"
1406,"Dengue","Uttar Pradesh",1898,3,2023,"Medium"
1407,"Dengue","West Bengal",4561,3,2023,"High"
1408,"Dengue","Kerala",4436,3,2023,"High"
1409,"Dengue","Gujarat",347,3,2023,"Low"
1410,"Dengue","Madhya Pradesh",2094,3,2023,"Medium"
1411,"Malaria","Delhi",3357,3,2023,"High"
1412,"Malaria","Maharashtra",4608,3,2023,"High"
1413,"Malaria","Karnataka",2239,3,2023,"Medium"
1414,"Malaria","Tamil Nadu",3210,3,2023,"High"
1415,"Malaria","Rajasthan",3385,3,2023,"High"
1416,"Malaria","Uttar Pradesh",1924,3,2023,"Medium"
1417,"Malaria","West Bengal",1665,3,2023,"Medium"
1418,"Malaria","Kerala",1950,3,2023,"Medium"
1419,"Malaria","Gujarat",4061,3,2023,"High"
1420,"Malaria","Madhya Pradesh",3428,3,2023,"High"
1421,"Influenza","Delhi",191,3,2023,"Low"
1422,"Influenza","Maharashtra",4290,3,2023,"High"
1423,"Influenza","Karnataka",1571,3,2023,"Medium"
1424,"Influenza","Tamil Nadu",2540,3,2023,"Medium"
1425,"Influenza","Rajasthan",3171,3,2023,"High"
1426,"Influenza","Uttar Pradesh",2838,3,2023,"Medium"
1427,"Influenza","West Bengal",1735,3,2023,"Medium"
1428,"Influenza","Kerala",3612,3,2023,"High"
1429,"Influenza","Gujarat",1365,3,2023,"Medium"
1430,"Influenza","Madhya Pradesh",1682,3,2023,"Medium"
1431,"COVID-19","Delhi",4145,3,2023,"High"
1432,"COVID-19","Maharashtra",3340,3,2023,"High"
1433,"COVID-19","Karnataka",2875,3,2023,"Medium"
1434,"COVID-19","Tamil Nadu",3486,3,2023,"High"
1435,"COVID-19","Rajasthan",3429,3,2023,"High"
1436,"COVID-19","Uttar Pradesh",1240,3,2023,"Medium"
1437,"COVID-19","West Bengal",999,3,2023,"Low"
1438,"COVID-19","Kerala",1434,3,2023,"Medium"
1439,"COVID-19","Gujarat",1625,3,2023,"Medium"
1440,"COVID-19","Madhya Pradesh",1884,3,2023,"Medium"
1441,"Typhoid","Delhi",4385,3,2023,"High"
1442,"Typhoid","Maharashtra",1334,3,2023,"Medium"
1443,"Typhoid","Karnataka",2357,3,2023,"Medium"
1444,"Typhoid","Tamil Nadu",1904,3,2023,"Medium"
1445,"Typhoid","Rajasthan",4469,3,2023,"High"
1446,"Typhoid","Uttar Pradesh",4050,3,2023,"High"
1447,"Typhoid","West Bengal",763,3,2023,"Low"
1448,"Typhoid","Kerala",2724,3,2023,"Medium"
1449,"Typhoid","Gujarat",3777,3,2023,"High"
1450,"Typhoid","Madhya Pradesh",1510,3,2023,"Medium"
1451,"Cholera","Delhi",4727,3,2023,"High"
1452,"Cholera","Maharashtra",2032,3,2023,"Medium"
1453,"Cholera","Karnataka",1879,3,2023,"Medium"
1454,"Cholera","Tamil Nadu",2562,3,2023,"Medium"
1455,"Cholera","Rajasthan",3537,3,2023,"High"
1456,"Cholera","Uttar Pradesh",228,3,2023,"Low"
1457,"Cholera","West Bengal",561,3,2023,"Low"
1458,"Cholera","Kerala",1118,3,2023,"Medium"
1459,"Cholera","Gujarat",1623,3,2023,"Medium"
1460,"Cholera","Madhya Pradesh",4132,3,2023,"High"
1461,"Tuberculosis","Delhi",2877,3,2023,"Medium"
1462,"Tuberculosis","Maharashtra",2194,3,2023,"Medium"
1463,"Tuberculosis","Karnataka",1043,3,2023,"Medium"
1464,"Tuberculosis","Tamil Nadu",852,3,2023,"Low"
1465,"Tuberculosis","Rajasthan",2051,3,2023,"Medium"
1466,"Tuberculosis","Uttar Pradesh",4838,3,2023,"High"
1467,"Tuberculosis","West Bengal",501,3,2023,"Low"
1468,"Tuberculosis","Kerala",4408,3,2023,"High"
1469,"Tuberculosis","Gujarat",175,3,2023,"Low"
1470,"Tuberculosis","Madhya Pradesh",1754,3,2023,"Medium"
1471,"Chikungunya","Delhi",3203,3,2023,"High"
1472,"Chikungunya","Maharashtra",4708,3,2023,"High"
1473,"Chikungunya","Karnataka",4347,3,2023,"High"
1474,"Chikungunya","Tamil Nadu",1014,3,2023,"Medium"
1475,"Chikungunya","Rajasthan",535,3,2023,"Low"
1476,"Chikungunya","Uttar Pradesh",3516,3,2023,"High"
1477,"Chikungunya","West Bengal",3165,3,2023,"High"
1478,"Chikungunya","Kerala",3298,3,2023,"High"
1479,"Chikungunya","Gujarat",4195,3,2023,"High"
1480,"Chikungunya","Madhya Pradesh",100,3,2023,"Low"
1481,"Hepatitis A","Delhi",483,3,2023,"Low"
1482,"Hepatitis A","Maharashtra",2902,3,2023,"Medium"
1483,"Hepatitis A","Karnataka",4109,3,2023,"High"
1484,"Hepatitis A","Tamil Nadu",3440,3,2023,"High"
1485,"Hepatitis A","Rajasthan",4695,3,2023,"High"
1486,"Hepatitis A","Uttar Pradesh",1442,3,2023,"Medium"
1487,"Hepatitis A","West Bengal",33,3,2023,"Low"
1488,"Hepatitis A","Kerala",468,3,2023,"Low"
1489,"Hepatitis A","Gujarat",1041,3,2023,"Medium"
1490,"Hepatitis A","Madhya Pradesh",4942,3,2023,"High"
1491,"Japanese Encephalitis","Delhi",2495,3,2023,"Medium"
1492,"Japanese Encephalitis","Maharashtra",512,3,2023,"Low"
1493,"Japanese Encephalitis","Karnataka",4127,3,2023,"High"
1494,"Japanese Encephalitis","Tamil Nadu",970,3,2023,"Low"
1495,"Japanese Encephalitis","Rajasthan",41,3,2023,"Low"
1496,"Japanese Encephalitis","Uttar Pradesh",2668,3,2023,"Medium"
1497,"Japanese Encephalitis","West Bengal",3825,3,2023,"High"
1498,"Japanese Encephalitis","Kerala",3982,3,2023,"High"
1499,"Japanese Encephalitis","Gujarat",407,3,2023,"Low"
1500,"Japanese Encephalitis","Madhya Pradesh",4036,3,2023,"High"
1501,"Dengue","Delhi",2501,4,2023,"Medium"
1502,"Dengue","Maharashtra",570,4,2023,"Low"
1503,"Dengue","Karnataka",3355,4,2023,"High"
1504,"Dengue","Tamil Nadu",3024,4,2023,"High"
1505,"Dengue","Rajasthan",2411,4,2023,"Medium"
1506,"Dengue","Uttar Pradesh",598,4,2023,"Low"
1507,"Dengue","West Bengal",4023,4,2023,"High"
1508,"Dengue","Kerala",1512,4,2023,"Medium"
1509,"Dengue","Gujarat",1631,4,2023,"Medium"
1510,"Dengue","Madhya Pradesh",1474,4,2023,"Medium"
1511,"Malaria","Delhi",4571,4,2023,"High"
1512,"Malaria","Maharashtra",4212,4,2023,"High"
1513,"Malaria","Karnataka",123,4,2023,"Low"
1514,"Malaria","Tamil Nadu",2766,4,2023,"Medium"
1515,"Malaria","Rajasthan",2911,4,2023,"Medium"
1516,"Malaria","Uttar Pradesh",4636,4,2023,"High"
1517,"Malaria","West Bengal",2695,4,2023,"Medium"
1518,"Malaria","Kerala",1778,4,2023,"Medium"
1519,"Malaria","Gujarat",4337,4,2023,"High"
1520,"Malaria","Madhya Pradesh",3672,4,2023,"High"
1521,"Influenza","Delhi",617,4,2023,"Low"
1522,"Influenza","Maharashtra",3246,4,2023,"High"
1523,"Influenza","Karnataka",2311,4,2023,"Medium"
1524,"Influenza","Tamil Nadu",464,4,2023,"Low"
1525,"Influenza","Rajasthan",1461,4,2023,"Medium"
1526,"Influenza","Uttar Pradesh",1010,4,2023,"Medium"
1527,"Influenza","West Bengal",4097,4,2023,"High"
1528,"Influenza","Kerala",2476,4,2023,"Medium"
1529,"Influenza","Gujarat",4811,4,2023,"High"
1530,"Influenza","Madhya Pradesh",4886,4,2023,"High"
1531,"COVID-19","Delhi",3159,4,2023,"High"
1532,"COVID-19","Maharashtra",1396,4,2023,"Medium"
1533,"COVID-19","Karnataka",3863,4,2023,"High"
1534,"COVID-19","Tamil Nadu",930,4,2023,"Low"
1535,"COVID-19","Rajasthan",3793,4,2023,"High"
1536,"COVID-19","Uttar Pradesh",2832,4,2023,"Medium"
1537,"COVID-19","West Bengal",1721,4,2023,"Medium"
1538,"COVID-19","Kerala",342,4,2023,"Low"
1539,"COVID-19","Gujarat",661,4,2023,"Low"
1540,"COVID-19","Madhya Pradesh",2432,4,2023,"Medium"
1541,"Typhoid","Delhi",2181,4,2023,"Medium"
1542,"Typhoid","Maharashtra",1618,4,2023,"Medium"
1543,"Typhoid","Karnataka",2529,4,2023,"Medium"
1544,"Typhoid","Tamil Nadu",924,4,2023,"Low"
1545,"Typhoid","Rajasthan",2321,4,2023,"Medium"
1546,"Typhoid","Uttar Pradesh",3942,4,2023,"High"
1547,"Typhoid","West Bengal",3941,4,2023,"High"
1548,"Typhoid","Kerala",4552,4,2023,"High"
1549,"Typhoid","Gujarat",4365,4,2023,"High"
1550,"Typhoid","Madhya Pradesh",1714,4,2023,"Medium"
1551,"Cholera","Delhi",1241,4,2023,"Medium"
1552,"Cholera","Maharashtra",3012,4,2023,"High"
1553,"Cholera","Karnataka",3651,4,2023,"High"
1554,"Cholera","Tamil Nadu",2494,4,2023,"Medium"
1555,"Cholera","Rajasthan",1519,4,2023,"Medium"
1556,"Cholera","Uttar Pradesh",4808,4,2023,"High"
1557,"Cholera","West Bengal",2943,4,2023,"Medium"
1558,"Cholera","Kerala",3858,4,2023,"High"
1559,"Cholera","Gujarat",4537,4,2023,"High"
1560,"Cholera","Madhya Pradesh",2648,4,2023,"Medium"
1561,"Tuberculosis","Delhi",2523,4,2023,"Medium"
1562,"Tuberculosis","Maharashtra",1614,4,2023,"Medium"
1563,"Tuberculosis","Karnataka",111,4,2023,"Low"
1564,"Tuberculosis","Tamil Nadu",216,4,2023,"Low"
1565,"Tuberculosis","Rajasthan",1983,4,2023,"Medium"
1566,"Tuberculosis","Uttar Pradesh",4738,4,2023,"High"
1567,"Tuberculosis","West Bengal",1513,4,2023,"Medium"
1568,"Tuberculosis","Kerala",3832,4,2023,"High"
1569,"Tuberculosis","Gujarat",1993,4,2023,"Medium"
1570,"Tuberculosis","Madhya Pradesh",238,4,2023,"Low"
1571,"Chikungunya","Delhi",2869,4,2023,"Medium"
1572,"Chikungunya","Maharashtra",944,4,2023,"Low"
1573,"Chikungunya","Karnataka",2399,4,2023,"Medium"
1574,"Chikungunya","Tamil Nadu",1730,4,2023,"Medium"
1575,"Chikungunya","Rajasthan",3811,4,2023,"High"
1576,"Chikungunya","Uttar Pradesh",2808,4,2023,"Medium"
1577,"Chikungunya","West Bengal",2347,4,2023,"Medium"
1578,"Chikungunya","Kerala",1590,4,2023,"Medium"
1579,"Chikungunya","Gujarat",3933,4,2023,"High"
1580,"Chikungunya","Madhya Pradesh",932,4,2023,"Low"
1581,"Hepatitis A","Delhi",4479,4,2023,"High"
1582,"Hepatitis A","Maharashtra",938,4,2023,"Low"
1583,"Hepatitis A","Karnataka",3795,4,2023,"High"
1584,"Hepatitis A","Tamil Nadu",772,4,2023,"Low"
1585,"Hepatitis A","Rajasthan",4721,4,2023,"High"
1586,"Hepatitis A","Uttar Pradesh",86,4,2023,"Low"
1587,"Hepatitis A","West Bengal",4669,4,2023,"High"
1588,"Hepatitis A","Kerala",3532,4,2023,"High"
1589,"Hepatitis A","Gujarat",4237,4,2023,"High"
1590,"Hepatitis A","Madhya Pradesh",850,4,2023,"Low"
1591,"Japanese Encephalitis","Delhi",523,4,2023,"Low"
1592,"Japanese Encephalitis","Maharashtra",2452,4,2023,"Medium"
1593,"Japanese Encephalitis","Karnataka",4873,4,2023,"High"
1594,"Japanese Encephalitis","Tamil Nadu",2662,4,2023,"Medium"
1595,"Japanese Encephalitis","Rajasthan",4735,4,2023,"High"
1596,"Japanese Encephalitis","Uttar Pradesh",4288,4,2023,"High"
1597,"Japanese Encephalitis","West Bengal",2349,4,2023,"Medium"
1598,"Japanese Encephalitis","Kerala",2266,4,2023,"Medium"
1599,"Japanese Encephalitis","Gujarat",1195,4,2023,"Medium"
1600,"Japanese Encephalitis","Madhya Pradesh",1956,4,2023,"Medium"
1601,"Dengue","Delhi",4049,5,2023,"High"
1602,"Dengue","Maharashtra",3118,5,2023,"High"
1603,"Dengue","Karnataka",903,5,2023,"Low"
1604,"Dengue","Tamil Nadu",2608,5,2023,"Medium"
1605,"Dengue","Rajasthan",527,5,2023,"Low"
1606,"Dengue","Uttar Pradesh",3250,5,2023,"High"
1607,"Dengue","West Bengal",4561,5,2023,"High"
1608,"Dengue","Kerala",348,5,2023,"Low"
1609,"Dengue","Gujarat",619,5,2023,"Low"
1610,"Dengue","Madhya Pradesh",190,5,2023,"Low"
1611,"Malaria","Delhi",2165,5,2023,"Medium"
1612,"Malaria","Maharashtra",1172,5,2023,"Medium"
